id,timeframe,computed_at,regime,signal,confidence,entry_price,stop_loss,take_profit,hold_bars,reason,conf_regime,conf_tail,conf_backtest,rc,ar,score_mr,score_mom,volatility,params_json,outcome,pnl,exit_price,exit_ts,label_computed_at
65,15m,2026-03-03 11:58:40.805781+03,MR,BUY,0.6624,1963.26,1950.64,1973.77,2,"Regime=MR(rc=-0.148,ar=-0.019) | score_mr=-1.354 vs [0.000,0.004] | conf=0.66",0.5914,1,0.3333,-0.147846,-0.018739,-1.354116,-0.00185,0.00378549,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00825148,1951.025,2026-03-03 12:15:00+03,2026-03-03 23:38:58.941251+03
67,15m,2026-03-03 12:01:42.841754+03,MR,BUY,0.6656,1952.66,1939.84,1963.35,2,"Regime=MR(rc=-0.149,ar=0.069) | score_mr=-0.995 vs [0.000,0.004] | conf=0.67",0.5978,1,0.3333,-0.149454,0.069461,-0.994831,-0.002189,0.00386977,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00435084,1948.075,2026-03-03 12:45:00+03,2026-03-03 23:38:58.941687+03
69,15m,2026-03-03 12:05:03.548156+03,MR,BUY,0.667,1952.66,1939.84,1963.35,2,"Regime=MR(rc=-0.150,ar=0.069) | score_mr=-0.995 vs [0.000,0.004] | conf=0.67",0.6006,1,0.3333,-0.150144,0.069461,-0.994831,-0.002189,0.00386977,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00435084,1948.075,2026-03-03 12:45:00+03,2026-03-03 23:38:58.94212+03
70,15m,2026-03-03 12:08:05.930879+03,MR,BUY,0.6675,1952.66,1939.84,1963.35,2,"Regime=MR(rc=-0.150,ar=0.069) | score_mr=-0.995 vs [0.000,0.004] | conf=0.67",0.6017,1,0.3333,-0.150433,0.069461,-0.994831,-0.002189,0.00386977,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00435084,1948.075,2026-03-03 12:45:00+03,2026-03-03 23:38:58.942546+03
72,15m,2026-03-03 12:11:13.293727+03,MR,BUY,0.6654,1952.66,1939.84,1963.35,2,"Regime=MR(rc=-0.149,ar=0.069) | score_mr=-0.995 vs [0.000,0.004] | conf=0.67",0.5975,1,0.3333,-0.149378,0.069461,-0.994831,-0.002189,0.00386977,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00435084,1948.075,2026-03-03 12:45:00+03,2026-03-03 23:38:58.942977+03
75,15m,2026-03-03 12:26:24.812998+03,MR,SELL,0.6841,1965.53,1979.76,1953.66,2,"Regime=MR(rc=-0.159,ar=0.009) | score_mr=1.706 vs [0.000,0.042] | conf=0.68",0.6349,1,0.3333,-0.158721,0.009298,1.705772,-0.001355,0.00426774,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00692022,1948.075,2026-03-03 12:45:00+03,2026-03-03 23:38:58.943838+03
165,15m,2026-03-04 14:31:24.824719+03,MR,SELL,0.5538,2068.76,2087.63,2053.04,2,"Regime=MR(rc=-0.084,ar=0.100) | score_mr=6.034 vs [-0.442,0.427] | price_z=1.570(gate|z|>=1.00)✓ | conf=0.55",0.338,1,0.4243,-0.084488,0.099781,6.033833,0.001087,0.00537359,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.05, ""price_z"": 1.57, ""hold_bars"": 2, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": 0.015363, ""quantile_window"": 300}",WIN,0.00669749,2050.845,2026-03-04 15:00:00+03,2026-03-04 15:20:53.813067+03
174,1m,2026-03-05 10:53:38.648288+03,MOM,SELL,0.694,2101.64,2103.91,2097.12,1,"Regime=MOM(rc=nan,ar=0.288) | score_mom=-0.000753 vs +/-0.000367 | trend_str=-0.002047(gate>=0.002000)✓ | conf=0.69",1,0.5247,0.1829,NaN,0.287651,0,-0.000753,0.00107568,"{""a_min"": 0.1, ""mom_k"": 2.0, ""r_min"": 0.05, ""price_z"": -3.3736, ""hold_bars"": 1, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": -0.002047, ""quantile_window"": 300}",WIN,0.0001554,2097.115,2026-03-05 10:54:00+03,2026-03-05 10:56:41.288864+03
188,30m,2026-03-05 20:31:26.750619+03,MR,BUY,0.642,2069.61,2043.92,2091.03,2,"Regime=MR(rc=-0.136,ar=-0.084) | score_mr=-17.535 vs [-3.428,3.128] | price_z=-0.915(gate|z|>=0.50)✓ | conf=0.64",0.5453,1,0.3469,-0.136318,-0.084017,-17.535175,-0.001902,0.00731644,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""price_z"": -0.915, ""hold_bars"": 2, ""trend_min"": 0.002, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""stretch_z_min"": 0.5, ""trend_strength"": 0.000109, ""quantile_window"": 150}",WIN,0.00212992,2078.175,2026-03-05 21:30:00+03,2026-03-05 23:36:33.41737+03
191,30m,2026-03-05 20:53:42.032634+03,MR,BUY,0.6229,2064.26,2039.62,2084.8,2,"Regime=MR(rc=-0.127,ar=-0.078) | score_mr=-25.955 vs [-3.497,3.128] | price_z=-0.999(gate|z|>=0.50)✓ | conf=0.62",0.5069,1,0.3469,-0.126736,-0.078105,-25.955439,-0.001967,0.00703488,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""price_z"": -0.9994, ""hold_bars"": 2, ""trend_min"": 0.002, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""stretch_z_min"": 0.5, ""trend_strength"": -0.001069, ""quantile_window"": 150}",WIN,0.00415996,2077.015,2026-03-05 22:00:00+03,2026-03-05 23:36:33.422169+03
71,5m,2026-03-03 12:11:13.177982+03,MR,SELL,0.6668,1966.26,1977.32,1957.03,2,"Regime=MR(rc=-0.150,ar=0.354) | score_mr=2.365 vs [-1.095,1.126] | conf=0.67",0.6002,1,0.3333,-0.150047,0.354076,2.364507,-0.000847,0.00331589,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00577839,1951.025,2026-03-03 12:25:00+03,2026-03-03 23:38:52.200771+03
73,5m,2026-03-03 12:14:14.870622+03,MR,SELL,0.6773,1966.26,1977.32,1957.03,2,"Regime=MR(rc=-0.155,ar=0.354) | score_mr=2.365 vs [-1.095,1.126] | conf=0.68",0.6213,1,0.3333,-0.155318,0.354076,2.364507,-0.000847,0.00331589,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00577839,1951.025,2026-03-03 12:25:00+03,2026-03-03 23:38:52.201333+03
85,5m,2026-03-03 14:05:47.448309+03,MR,SELL,0.6754,1952.06,1964.9,1941.35,2,"Regime=MR(rc=-0.171,ar=0.295) | score_mr=2.266 vs [-1.095,1.463] | conf=0.68",0.6859,0.886,0.3333,-0.171476,0.294657,2.266289,-0.000766,0.00387757,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00251983,1953.075,2026-03-03 14:15:00+03,2026-03-03 23:38:52.20347+03
102,5m,2026-03-03 15:24:37.037376+03,MR,SELL,0.6109,1970.53,1980.27,1962.41,2,"Regime=MR(rc=-0.153,ar=0.257) | score_mr=2.383 vs [-1.095,1.914] | conf=0.61",0.6133,0.7919,0.3333,-0.153319,0.256935,2.383201,0.000394,0.00291281,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00144416,1969.435,2026-03-03 15:35:00+03,2026-03-03 23:38:52.204718+03
106,5m,2026-03-03 15:30:52.154563+03,MR,SELL,0.6114,1973.95,1981.07,1968.03,2,"Regime=MR(rc=-0.141,ar=0.270) | score_mr=2.636 vs [-1.095,1.920] | conf=0.61",0.565,0.8742,0.3333,-0.141247,0.269641,2.635702,0.000522,0.00212311,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00135678,1967.335,2026-03-03 15:40:00+03,2026-03-03 23:38:52.206666+03
88,15m,2026-03-03 14:08:50.874989+03,MR,SELL,0.6651,1952.06,1967.06,1939.55,2,"Regime=MR(rc=-0.149,ar=0.014) | score_mr=1.536 vs [0.000,0.331] | conf=0.67",0.5968,1,0.3333,-0.149208,0.014191,1.536104,-0.001361,0.00452854,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00655657,1960.975,2026-03-03 14:45:00+03,2026-03-03 23:38:58.948999+03
91,15m,2026-03-03 14:18:00.9773+03,MR,SELL,0.6606,1958.61,1973.4,1946.27,2,"Regime=MR(rc=-0.147,ar=0.038) | score_mr=1.894 vs [0.000,0.362] | conf=0.66",0.5878,1,0.3333,-0.146956,0.03794,1.894391,-0.000913,0.00445149,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00320676,1960.975,2026-03-03 14:45:00+03,2026-03-03 23:38:58.950743+03
95,15m,2026-03-03 14:30:33.919229+03,MR,SELL,0.6621,1958.61,1973.4,1946.27,2,"Regime=MR(rc=-0.148,ar=0.038) | score_mr=1.894 vs [0.000,0.362] | conf=0.66",0.5909,1,0.3333,-0.147717,0.03794,1.894391,-0.000913,0.00445149,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00806497,1970.525,2026-03-03 15:00:00+03,2026-03-03 23:38:58.952522+03
98,15m,2026-03-03 14:39:48.935553+03,MR,SELL,0.6603,1957.76,1972.37,1945.58,2,"Regime=MR(rc=-0.147,ar=0.034) | score_mr=1.018 vs [0.000,0.428] | conf=0.66",0.5873,1,0.3333,-0.146826,0.033681,1.01816,-0.000867,0.00439798,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.01058767,1974.645,2026-03-03 15:15:00+03,2026-03-03 23:38:58.953923+03
101,15m,2026-03-03 15:02:11.094066+03,MR,SELL,0.6596,1960.97,1974.44,1949.75,2,"Regime=MR(rc=-0.146,ar=0.022) | score_mr=0.721 vs [0.000,0.695] | conf=0.66",0.5858,1,0.3333,-0.146458,0.022493,0.721103,-0.000582,0.0040461,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00524059,1967.335,2026-03-03 15:30:00+03,2026-03-03 23:38:58.955244+03
167,15m,2026-03-04 18:29:47.768132+03,MOM,BUY,0.5534,2121.86,2107.09,2151.39,2,"Regime=MOM(rc=0.147,ar=0.184) | score_mom=0.002685 vs +/-0.001624 | trend_str=0.013334(gate>=0.002000)✓ | conf=0.55",0.7341,0.3265,0.4422,0.146882,0.183523,-1.685086,0.002685,0.00492179,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""price_z"": 2.3733, ""hold_bars"": 2, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": 0.013334, ""quantile_window"": 150}",WIN,0.01159562,2150.905,2026-03-04 18:45:00+03,2026-03-04 19:15:36.5509+03
176,5m,2026-03-05 16:33:55.706517+03,MR,BUY,0.5829,2114.24,2105.17,2121.81,3,"Regime=MR(rc=-0.206,ar=-0.020) | score_mr=-0.878 vs [-0.846,1.775] | price_z=-1.598(gate|z|>=1.00)✓ | conf=0.58",0.8247,0.3349,0.3506,-0.206164,-0.020019,-0.878048,-0.000806,0.0020662,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.15, ""price_z"": -1.5982, ""hold_bars"": 3, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": -0.000915, ""quantile_window"": 200}",WIN,0.00363859,2126.195,2026-03-05 16:45:00+03,2026-03-05 16:54:11.354473+03
76,5m,2026-03-03 12:46:07.919346+03,MR,SELL,0.7769,1967.63,1978.74,1958.38,2,"Regime=MR(rc=-0.205,ar=0.335) | score_mr=3.425 vs [-1.095,1.282] | conf=0.78",0.8204,1,0.3333,-0.205104,0.335496,3.425314,-0.000623,0.00332696,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00798807,1948.075,2026-03-03 12:50:00+03,2026-03-03 23:38:52.201858+03
78,5m,2026-03-03 12:49:12.032546+03,MR,SELL,0.7279,1951.03,1963.45,1940.67,2,"Regime=MR(rc=-0.206,ar=0.303) | score_mr=2.109 vs [-1.095,1.436] | conf=0.73",0.8224,0.8333,0.3333,-0.205611,0.303442,2.108971,-0.001371,0.00375171,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00048427,1948.075,2026-03-03 12:50:00+03,2026-03-03 23:38:52.202401+03
74,15m,2026-03-03 12:14:14.986079+03,MR,BUY,0.6663,1952.66,1939.84,1963.35,2,"Regime=MR(rc=-0.150,ar=0.069) | score_mr=-0.995 vs [0.000,0.004] | conf=0.67",0.5992,1,0.3333,-0.149798,0.069461,-0.994831,-0.002189,0.00386977,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00435084,1948.075,2026-03-03 12:45:00+03,2026-03-03 23:38:58.943407+03
77,15m,2026-03-03 12:48:12.214668+03,MR,SELL,0.6579,1951.03,1965.87,1938.66,2,"Regime=MR(rc=-0.146,ar=-0.021) | score_mr=4.719 vs [0.000,0.104] | conf=0.66",0.5825,1,0.3333,-0.145632,-0.020752,4.719202,-0.001931,0.0044832,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00130525,1949.675,2026-03-03 13:15:00+03,2026-03-03 23:38:58.944268+03
168,30m,2026-03-05 00:42:44.742912+03,MR,SELL,0.6166,2153.95,2187.73,2125.81,3,"Regime=MR(rc=-0.119,ar=0.132) | score_mr=51.608 vs [-3.496,4.264] | price_z=1.879(gate|z|>=1.00)✓ | conf=0.62",0.4773,1,0.3897,-0.119332,0.132109,51.607806,0.001266,0.00754375,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.05, ""price_z"": 1.8793, ""hold_bars"": 3, ""trend_min"": 0.002, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""stretch_z_min"": 1.0, ""trend_strength"": 0.024897, ""quantile_window"": 200}",WIN,0.01118104,2125.745,2026-03-05 02:00:00+03,2026-03-05 02:43:34.835235+03
177,5m,2026-03-05 16:41:02.477184+03,MR,BUY,0.7893,2112.91,2103.82,2120.49,3,"Regime=MR(rc=-0.210,ar=-0.014) | score_mr=-228.683 vs [-0.925,1.775] | price_z=-1.640(gate|z|>=1.00)✓ | conf=0.79",0.8384,1,0.3506,-0.209588,-0.013797,-228.682514,-0.000788,0.00207011,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.15, ""price_z"": -1.64, ""hold_bars"": 3, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": -0.001353, ""quantile_window"": 200}",WIN,0.00042735,2118.045,2026-03-05 16:55:00+03,2026-03-05 17:01:21.803845+03
178,5m,2026-03-05 17:01:21.75713+03,MR,BUY,0.769,2117.78,2107.76,2126.14,3,"Regime=MR(rc=-0.199,ar=0.034) | score_mr=-5.988 vs [-0.952,2.193] | price_z=-1.045(gate|z|>=1.00)✓ | conf=0.77",0.7978,1,0.3506,-0.199439,0.034403,-5.987689,-0.000392,0.0022772,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.15, ""price_z"": -1.0446, ""hold_bars"": 3, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": -0.001914, ""quantile_window"": 200}",LOSS,-0.00256443,2116.585,2026-03-05 17:15:00+03,2026-03-05 17:21:37.601641+03
179,5m,2026-03-05 17:41:58.689563+03,MR,BUY,0.7553,2104.78,2091.77,2115.61,3,"Regime=MR(rc=-0.206,ar=-0.227) | score_mr=-2.355 vs [-0.925,1.668] | price_z=-1.831(gate|z|>=1.00)✓ | conf=0.76",0.8235,0.9083,0.3553,-0.205886,-0.22732,-2.354592,-0.000761,0.00297301,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.15, ""price_z"": -1.8307, ""hold_bars"": 3, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": -0.002829, ""quantile_window"": 200}",WIN,0.00497634,2119.515,2026-03-05 17:55:00+03,2026-03-05 18:02:16.552552+03
79,15m,2026-03-03 12:51:14.371846+03,MR,SELL,0.6575,1951.03,1965.87,1938.66,2,"Regime=MR(rc=-0.145,ar=-0.021) | score_mr=4.719 vs [0.000,0.104] | conf=0.66",0.5816,1,0.3333,-0.145398,-0.020752,4.719202,-0.001931,0.0044832,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00130525,1949.675,2026-03-03 13:15:00+03,2026-03-03 23:38:58.944698+03
180,5m,2026-03-05 17:47:03.244589+03,MR,BUY,0.7827,2099.6,2086.48,2110.53,3,"Regime=MR(rc=-0.206,ar=-0.097) | score_mr=-2.660 vs [-0.925,1.668] | price_z=-2.155(gate|z|>=1.00)✓ | conf=0.78",0.8232,1,0.3553,-0.205791,-0.096572,-2.660205,-0.000906,0.00300569,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.15, ""price_z"": -2.1546, ""hold_bars"": 3, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": -0.003366, ""quantile_window"": 200}",WIN,0.00062562,2105.12,2026-03-05 18:00:00+03,2026-03-05 18:07:25.079028+03
107,15m,2026-03-03 15:30:52.208078+03,MR,SELL,0.6576,1970.53,1984.7,1958.71,2,"Regime=MR(rc=-0.145,ar=0.017) | score_mr=1.861 vs [0.000,0.722] | conf=0.66",0.5818,1,0.3333,-0.145446,0.016673,1.861082,-6.4e-05,0.00424001,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00852189,1949.905,2026-03-03 16:00:00+03,2026-03-03 23:38:58.956956+03
108,15m,2026-03-03 15:33:55.184384+03,MR,SELL,0.6507,1974.64,1988.99,1962.69,2,"Regime=MR(rc=-0.142,ar=0.033) | score_mr=2.966 vs [0.000,0.752] | conf=0.65",0.5681,1,0.3333,-0.142033,0.033063,2.965637,0.000141,0.00428146,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.01060545,1949.905,2026-03-03 16:00:00+03,2026-03-03 23:38:58.957689+03
109,15m,2026-03-03 15:36:56.712447+03,MR,SELL,0.6506,1974.64,1988.99,1962.69,2,"Regime=MR(rc=-0.142,ar=0.033) | score_mr=2.966 vs [0.000,0.752] | conf=0.65",0.5679,1,0.3333,-0.141974,0.033063,2.965637,0.000141,0.00428146,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.01060545,1949.905,2026-03-03 16:00:00+03,2026-03-03 23:38:58.958305+03
181,5m,2026-03-05 18:25:49.103433+03,MR,BUY,0.5677,2083.47,2067.24,2097,3,"Regime=MR(rc=-0.176,ar=0.031) | score_mr=-1.069 vs [-0.674,1.559] | price_z=-2.810(gate|z|>=1.00)✓ | conf=0.57",0.706,0.479,0.3553,-0.176492,0.030753,-1.069349,-0.001173,0.00374796,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.15, ""price_z"": -2.8096, ""hold_bars"": 3, ""trend_min"": 0.002, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""stretch_z_min"": 1.0, ""trend_strength"": -0.005438, ""quantile_window"": 200}",LOSS,-0.00307811,2081.225,2026-03-05 18:40:00+03,2026-03-05 18:46:15.009852+03
