id,timeframe,computed_at,regime,signal,confidence,entry_price,stop_loss,take_profit,hold_bars,reason,conf_regime,conf_tail,conf_backtest,rc,ar,score_mr,score_mom,volatility,params_json,outcome,pnl,exit_price,exit_ts,label_computed_at
34,5m,2026-03-03 07:51:37.567481+03,MR,BUY,0.6119,2000.69,1995.47,2005.05,2,"Regime=MR(rc=-0.129,ar=-0.211) | score_mr=-1.006 vs [-0.661,0.392] | conf=0.61",0.5171,0.9558,0.3333,-0.129269,-0.211466,-1.005604,-0.000488,0.00153798,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00217745,2000.335,2026-03-03 08:00:00+03,2026-03-03 23:38:52.179175+03
35,5m,2026-03-03 07:54:43.810151+03,MR,BUY,0.6256,2000.69,1995.47,2005.05,2,"Regime=MR(rc=-0.136,ar=-0.211) | score_mr=-1.006 vs [-0.661,0.392] | conf=0.63",0.5444,0.9558,0.3333,-0.136109,-0.211466,-1.005604,-0.000488,0.00153798,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00026461,2004.165,2026-03-03 08:05:00+03,2026-03-03 23:38:52.17975+03
36,5m,2026-03-03 07:57:46.582115+03,MR,BUY,0.6537,2000.18,1995.18,2004.36,2,"Regime=MR(rc=-0.144,ar=-0.206) | score_mr=-1.707 vs [-0.674,0.392] | conf=0.65",0.5741,1,0.3333,-0.143519,-0.20646,-1.707305,-0.000466,0.00147579,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00233271,2008.865,2026-03-03 08:10:00+03,2026-03-03 23:38:52.180323+03
37,5m,2026-03-03 08:00:54.710855+03,MR,BUY,0.6368,2000.18,1995.18,2004.36,2,"Regime=MR(rc=-0.135,ar=-0.206) | score_mr=-1.707 vs [-0.674,0.392] | conf=0.64",0.5402,1,0.3333,-0.13505,-0.20646,-1.707305,-0.000466,0.00147579,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00233271,2008.865,2026-03-03 08:10:00+03,2026-03-03 23:38:52.18098+03
38,5m,2026-03-03 08:03:51.397864+03,MR,BUY,0.6336,1999.62,1995.7,2002.9,2,"Regime=MR(rc=-0.133,ar=-0.196) | score_mr=-1.525 vs [-0.680,0.392] | conf=0.63",0.5339,1,0.3333,-0.133482,-0.19617,-1.524936,-0.000448,0.00115745,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00530217,2014.275,2026-03-03 08:15:00+03,2026-03-03 23:38:52.181622+03
39,5m,2026-03-03 08:10:00.161351+03,MR,BUY,0.747,2000.34,1996.38,2003.63,2,"Regime=MR(rc=-0.190,ar=-0.187) | score_mr=-2.850 vs [-0.682,0.392] | conf=0.75",0.7607,1,0.3333,-0.190182,-0.186831,-2.849961,-0.000372,0.0011644,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00405808,2012.495,2026-03-03 08:20:00+03,2026-03-03 23:38:52.182212+03
40,5m,2026-03-03 08:52:43.716985+03,MR,SELL,0.8667,2012.49,2016.83,2008.88,2,"Regime=MR(rc=-0.580,ar=-0.131) | score_mr=5.279 vs [-0.682,0.401] | conf=0.87",1,1,0.3333,-0.580285,-0.130945,5.278623,0.000216,0.0012707,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00730281,1993.855,2026-03-03 09:05:00+03,2026-03-03 23:38:52.183201+03
41,5m,2026-03-03 08:55:48.175029+03,MR,SELL,0.8667,2012.49,2016.83,2008.88,2,"Regime=MR(rc=-0.551,ar=-0.131) | score_mr=5.279 vs [-0.682,0.401] | conf=0.87",1,1,0.3333,-0.550982,-0.130945,5.278623,0.000216,0.0012707,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00730281,1993.855,2026-03-03 09:05:00+03,2026-03-03 23:38:52.184129+03
42,5m,2026-03-03 08:58:49.384652+03,MR,SELL,0.8667,1992.7,2001.27,1985.57,2,"Regime=MR(rc=-0.529,ar=-0.060) | score_mr=5.269 vs [-0.682,0.413] | conf=0.87",1,1,0.3333,-0.529165,-0.059943,5.268848,-0.000746,0.00253227,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00254434,1993.785,2026-03-03 09:10:00+03,2026-03-03 23:38:52.185018+03
43,5m,2026-03-03 09:07:02.161694+03,MR,SELL,0.7148,1992.74,2001.31,1985.61,2,"Regime=MR(rc=-0.415,ar=-0.046) | score_mr=0.562 vs [-0.682,0.456] | conf=0.71",1,0.4937,0.3333,-0.41545,-0.046357,0.562076,-0.000611,0.00253176,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00238382,1993.505,2026-03-03 09:15:00+03,2026-03-03 23:38:52.185771+03
44,5m,2026-03-03 09:10:05.334567+03,MR,SELL,0.7148,1992.74,2001.31,1985.61,2,"Regime=MR(rc=-0.418,ar=-0.046) | score_mr=0.562 vs [-0.682,0.456] | conf=0.71",1,0.4937,0.3333,-0.417892,-0.046357,0.562076,-0.000611,0.00253176,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00179172,1992.325,2026-03-03 09:20:00+03,2026-03-03 23:38:52.186346+03
45,5m,2026-03-03 09:12:08.052828+03,MR,BUY,0.8667,1993.86,1985.33,2000.96,2,"Regime=MR(rc=-0.360,ar=-0.034) | score_mr=-4.564 vs [-0.702,0.456] | conf=0.87",1,1,0.3333,-0.35968,-0.033987,-4.564054,-0.000499,0.00252012,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00277016,1992.325,2026-03-03 09:20:00+03,2026-03-03 23:38:52.186909+03
46,5m,2026-03-03 09:15:08.750367+03,MR,BUY,0.8667,1993.86,1985.33,2000.96,2,"Regime=MR(rc=-0.381,ar=-0.034) | score_mr=-4.564 vs [-0.702,0.456] | conf=0.87",1,1,0.3333,-0.380947,-0.033987,-4.564054,-0.000499,0.00252012,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00207774,1993.705,2026-03-03 09:25:00+03,2026-03-03 23:38:52.187663+03
47,5m,2026-03-03 09:16:10.108277+03,MR,SELL,0.8667,1993.79,2002.32,1986.68,2,"Regime=MR(rc=-0.379,ar=-0.031) | score_mr=1.461 vs [-0.702,0.569] | conf=0.87",1,1,0.3333,-0.378983,-0.031229,1.461397,-0.000455,0.00252106,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00195737,1993.705,2026-03-03 09:25:00+03,2026-03-03 23:38:52.188782+03
48,5m,2026-03-03 09:19:12.579119+03,MR,SELL,0.8667,1993.79,2002.32,1986.68,2,"Regime=MR(rc=-0.374,ar=-0.031) | score_mr=1.461 vs [-0.702,0.569] | conf=0.87",1,1,0.3333,-0.374315,-0.031229,1.461397,-0.000455,0.00252106,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00180187,1993.395,2026-03-03 09:30:00+03,2026-03-03 23:38:52.189873+03
49,5m,2026-03-03 09:22:16.979863+03,MR,SELL,0.7629,1993.51,2002.01,1986.42,2,"Regime=MR(rc=-0.373,ar=-0.034) | score_mr=0.877 vs [-0.702,0.638] | conf=0.76",1,0.654,0.3333,-0.3727,-0.034209,0.876838,-0.000425,0.00251472,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00194231,1993.395,2026-03-03 09:30:00+03,2026-03-03 23:38:52.19098+03
51,5m,2026-03-03 09:26:21.554347+03,MR,BUY,0.8667,1992.33,1983.82,1999.41,2,"Regime=MR(rc=-0.379,ar=-0.052) | score_mr=-2.091 vs [-0.827,0.638] | conf=0.87",1,1,0.3333,-0.379055,-0.051647,-2.090921,-0.000441,0.00251491,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00146559,1993.395,2026-03-03 09:30:00+03,2026-03-03 23:38:52.192762+03
52,5m,2026-03-03 09:29:25.651257+03,MR,BUY,0.8667,1992.33,1983.82,1999.41,2,"Regime=MR(rc=-0.387,ar=-0.052) | score_mr=-2.091 vs [-0.827,0.638] | conf=0.87",1,1,0.3333,-0.386816,-0.051647,-2.090921,-0.000441,0.00251491,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00146559,1993.395,2026-03-03 09:30:00+03,2026-03-03 23:38:52.193693+03
53,5m,2026-03-03 10:10:49.066023+03,MR,SELL,0.8667,1993.39,2001.91,1986.3,2,"Regime=MR(rc=-0.413,ar=-0.041) | score_mr=2.534 vs [-0.827,0.684] | conf=0.87",1,1,0.3333,-0.413139,-0.041015,2.53445,-0.000316,0.00251645,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00461773,1998.615,2026-03-03 10:25:00+03,2026-03-03 23:38:52.194335+03
54,5m,2026-03-03 10:13:47.401852+03,MR,SELL,0.8667,1993.61,2002.1,1986.53,2,"Regime=MR(rc=-0.281,ar=0.029) | score_mr=7.344 vs [-0.827,0.778] | conf=0.87",1,1,0.3333,-0.280547,0.029237,7.344455,-0.000276,0.00251043,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00450738,1998.615,2026-03-03 10:25:00+03,2026-03-03 23:38:52.194968+03
55,5m,2026-03-03 10:26:42.5189+03,MR,SELL,0.6889,2000.18,2009,1992.84,2,"Regime=MR(rc=-0.202,ar=0.101) | score_mr=1.265 vs [-0.852,0.885] | conf=0.69",0.8076,0.7281,0.3333,-0.201905,0.101235,1.26467,5.8e-05,0.002598,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.0008119,1997.805,2026-03-03 10:40:00+03,2026-03-03 23:38:52.195543+03
56,5m,2026-03-03 11:02:16.657514+03,MR,SELL,0.7522,1997.81,2006.59,1990.48,2,"Regime=MR(rc=-0.193,ar=0.125) | score_mr=1.937 vs [-0.852,1.002] | conf=0.75",0.771,1,0.3333,-0.192755,0.125144,1.936999,-5.9e-05,0.00259161,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00397685,1985.905,2026-03-03 11:20:00+03,2026-03-03 23:38:52.196077+03
57,5m,2026-03-03 11:20:16.804209+03,MR,BUY,0.632,1998.06,1989.27,2005.38,2,"Regime=MR(rc=-0.187,ar=0.127) | score_mr=-1.245 vs [-0.942,1.002] | conf=0.63",0.7465,0.6404,0.3333,-0.186632,0.127105,-1.245214,-4.1e-05,0.00259138,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.0195729,1963.255,2026-03-03 11:40:00+03,2026-03-03 23:38:52.196618+03
58,5m,2026-03-03 11:21:23.132622+03,MR,SELL,0.7888,1995.81,2004.61,1988.46,2,"Regime=MR(rc=-0.215,ar=0.127) | score_mr=1.914 vs [-0.942,1.019] | conf=0.79",0.8585,0.9762,0.3333,-0.214613,0.126978,1.914095,-0.000144,0.00260067,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.01444617,1963.255,2026-03-03 11:40:00+03,2026-03-03 23:38:52.197199+03
59,5m,2026-03-03 11:51:28.050839+03,MR,SELL,0.6568,1985.9,1995.24,1978.13,2,"Regime=MR(rc=-0.212,ar=0.135) | score_mr=1.117 vs [-0.942,1.084] | conf=0.66",0.8495,0.5514,0.3333,-0.212371,0.134977,1.116991,-0.000604,0.00276866,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.01264675,1957.025,2026-03-03 12:00:00+03,2026-03-03 23:38:52.197835+03
61,5m,2026-03-03 11:52:33.987575+03,MR,BUY,0.6874,1963.26,1951.18,1973.32,2,"Regime=MR(rc=-0.160,ar=0.288) | score_mr=-2.460 vs [-1.014,1.084] | conf=0.69",0.6415,1,0.3333,-0.160387,0.288261,-2.460407,-0.001639,0.00362416,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00047564,1966.255,2026-03-03 12:05:00+03,2026-03-03 23:38:52.198376+03
63,5m,2026-03-03 11:55:37.140669+03,MR,BUY,0.705,1963.26,1951.18,1973.32,2,"Regime=MR(rc=-0.169,ar=0.288) | score_mr=-2.460 vs [-1.014,1.084] | conf=0.70",0.6766,1,0.3333,-0.169159,0.288261,-2.460407,-0.001639,0.00362416,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00047564,1966.255,2026-03-03 12:05:00+03,2026-03-03 23:38:52.19889+03
66,5m,2026-03-03 12:01:42.75376+03,MR,BUY,0.63,1952.66,1940.81,1962.54,2,"Regime=MR(rc=-0.178,ar=0.316) | score_mr=-1.499 vs [-1.095,1.084] | conf=0.63",0.7137,0.6881,0.3333,-0.178435,0.31631,-1.498868,-0.001816,0.00357753,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00456684,1965.525,2026-03-03 12:10:00+03,2026-03-03 23:38:52.199462+03
68,5m,2026-03-03 12:05:03.456007+03,MR,BUY,0.6425,1952.66,1940.81,1962.54,2,"Regime=MR(rc=-0.185,ar=0.316) | score_mr=-1.499 vs [-1.095,1.084] | conf=0.64",0.7388,0.6881,0.3333,-0.184705,0.31631,-1.498868,-0.001816,0.00357753,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00563977,1967.635,2026-03-03 12:15:00+03,2026-03-03 23:38:52.20014+03
83,5m,2026-03-03 14:02:45.597325+03,MR,SELL,0.6936,1952.06,1964.9,1941.35,2,"Regime=MR(rc=-0.181,ar=0.295) | score_mr=2.266 vs [-1.095,1.463] | conf=0.69",0.7222,0.886,0.3333,-0.180559,0.294657,2.266289,-0.000766,0.00387757,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00251983,1953.075,2026-03-03 14:15:00+03,2026-03-03 23:38:52.202927+03
87,5m,2026-03-03 14:08:50.778882+03,MR,SELL,0.7107,1960.45,1973.58,1949.52,2,"Regime=MR(rc=-0.172,ar=0.300) | score_mr=2.703 vs [-1.095,1.520] | conf=0.71",0.6881,1,0.3333,-0.172017,0.299963,2.703151,-0.000284,0.00394469,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00184441,1960.145,2026-03-03 14:20:00+03,2026-03-03 23:38:52.204016+03
104,5m,2026-03-03 15:27:48.792539+03,MR,SELL,0.6025,1973.95,1981.07,1968.03,2,"Regime=MR(rc=-0.137,ar=0.270) | score_mr=2.636 vs [-1.095,1.920] | conf=0.60",0.5472,0.8742,0.3333,-0.136797,0.269641,2.635702,0.000522,0.00212311,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00135678,1967.335,2026-03-03 15:40:00+03,2026-03-03 23:38:52.205792+03
122,5m,2026-03-03 17:41:45.749053+03,MR,SELL,0.5637,1957.52,1967.37,1949.3,2,"Regime=MR(rc=-0.146,ar=-0.058) | score_mr=2.197 vs [-1.267,1.940] | conf=0.56",0.5829,0.6852,0.3333,-0.145726,-0.057716,2.197341,-5.3e-05,0.00296573,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00062154,1952.395,2026-03-03 17:50:00+03,2026-03-03 23:38:52.207388+03
123,5m,2026-03-03 17:44:47.273077+03,MR,SELL,0.6212,1957.52,1967.37,1949.3,2,"Regime=MR(rc=-0.175,ar=-0.058) | score_mr=2.197 vs [-1.267,1.940] | conf=0.62",0.698,0.6852,0.3333,-0.174511,-0.057716,2.197341,-5.3e-05,0.00296573,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00580295,1942.305,2026-03-03 17:55:00+03,2026-03-03 23:38:52.208118+03
124,5m,2026-03-03 17:55:54.677458+03,MR,BUY,0.5689,1936.76,1925.05,1946.51,2,"Regime=MR(rc=-0.180,ar=-0.126) | score_mr=-1.542 vs [-1.293,1.940] | conf=0.57",0.7183,0.4769,0.3333,-0.179581,-0.12584,-1.541693,-0.000963,0.00356217,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00141997,1943.395,2026-03-03 18:05:00+03,2026-03-03 23:38:52.208771+03
125,5m,2026-03-03 19:06:24.342497+03,MR,BUY,0.7378,1975.4,1959.08,1989.01,2,"Regime=MR(rc=-0.253,ar=-0.230) | score_mr=-1.941 vs [-1.319,1.940] | conf=0.74",1,0.5704,0.3333,-0.252594,-0.230047,-1.94064,0.000981,0.0048689,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00796086,1995.175,2026-03-03 19:10:00+03,2026-03-03 23:38:52.20959+03
126,5m,2026-03-03 19:09:26.149946+03,MR,BUY,0.7378,1975.4,1959.08,1989.01,2,"Regime=MR(rc=-0.275,ar=-0.230) | score_mr=-1.941 vs [-1.319,1.940] | conf=0.74",1,0.5704,0.3333,-0.275066,-0.230047,-1.94064,0.000981,0.0048689,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00796086,1995.175,2026-03-03 19:10:00+03,2026-03-03 23:38:52.21015+03
80,15m,2026-03-03 12:54:17.122992+03,MR,SELL,0.6582,1951.03,1965.87,1938.66,2,"Regime=MR(rc=-0.146,ar=-0.021) | score_mr=4.719 vs [0.000,0.104] | conf=0.66",0.583,1,0.3333,-0.145755,-0.020752,4.719202,-0.001931,0.0044832,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00252523,1952.055,2026-03-03 13:30:00+03,2026-03-03 23:38:58.945128+03
81,15m,2026-03-03 13:27:11.109718+03,MR,SELL,0.6548,1948.08,1962.86,1935.75,2,"Regime=MR(rc=-0.144,ar=0.013) | score_mr=1.190 vs [0.000,0.134] | conf=0.65",0.5762,1,0.3333,-0.144058,0.013147,1.189675,-0.001891,0.00447246,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00738821,1958.605,2026-03-03 14:00:00+03,2026-03-03 23:38:58.945901+03
82,15m,2026-03-03 13:30:13.755005+03,MR,SELL,0.6557,1948.08,1962.86,1935.75,2,"Regime=MR(rc=-0.145,ar=0.013) | score_mr=1.190 vs [0.000,0.134] | conf=0.66",0.5781,1,0.3333,-0.144518,0.013147,1.189675,-0.001891,0.00447246,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00738821,1958.605,2026-03-03 14:00:00+03,2026-03-03 23:38:58.946943+03
